"state1_name","state2_name","state1_fips","state2_fips","distance_km","state_comb","n","mig_5yago","mig_current"
"Michigan","Arkansas",26,5,1210.99572753906,2605,2,"Michigan","Arkansas"
"Montana","California",30,6,1363.0654296875,3006,3,"Montana","California"
"Montana","Idaho",30,16,489.584014892578,3016,23,"Montana","Idaho"
"Montana","Minnesota",30,27,1170.88305664062,3027,1,"Montana","Minnesota"
"Montana","Missouri",30,29,1698.13732910156,3029,3,"Montana","Missouri"
"Montana","Hawaii",30,15,5141.1728515625,3015,2,"Montana","Hawaii"
"Montana","Washington",30,53,820.829406738281,3053,4,"Montana","Washington"
"Montana","Alaska",30,2,3183.03442382812,3002,3,"Montana","Alaska"
"Montana","Colorado",30,8,954.961486816406,3008,11,"Montana","Colorado"
"Montana","Wyoming",30,56,479.804534912109,3056,9,"Montana","Wyoming"
"Montana","Mississippi",30,28,2318.81225585938,3028,2,"Montana","Mississippi"
"Montana","Connecticut",30,9,2967.6533203125,3009,2,"Montana","Connecticut"
"Montana","New Mexico",30,35,1436.67565917969,3035,1,"Montana","New Mexico"
"Montana","South Dakota",30,46,784.596374511719,3046,12,"Montana","South Dakota"
"Montana","North Dakota",30,38,692.795104980469,3038,5,"Montana","North Dakota"
"Utah","California",49,6,720.978332519531,4906,7,"Utah","California"
"Utah","Idaho",49,16,611.648864746094,4916,17,"Utah","Idaho"
"Utah","Iowa",49,19,1559.87719726562,4919,3,"Utah","Iowa"
"Utah","Maryland",49,24,2992.2724609375,4924,1,"Utah","Maryland"
"Utah","Oregon",49,41,899.960510253906,4941,11,"Utah","Oregon"
"Utah","Montana",49,30,877.112854003906,4930,5,"Utah","Montana"
"Utah","Texas",49,48,1419.61828613281,4948,8,"Utah","Texas"
"Utah","Louisiana",49,22,2011.28576660156,4922,1,"Utah","Louisiana"
"Utah","Tennessee",49,47,2256.408203125,4947,2,"Utah","Tennessee"
"Utah","New York",49,36,3032.74291992188,4936,1,"Utah","New York"
"Utah","Hawaii",49,15,4742.1240234375,4915,4,"Utah","Hawaii"
"Utah","Washington",49,53,1146.47180175781,4953,4,"Utah","Washington"
"Utah","Oklahoma",49,40,1316.19311523438,4940,2,"Utah","Oklahoma"
"Utah","Alaska",49,2,3799.22875976562,4902,9,"Utah","Alaska"
"Utah","Colorado",49,8,528.947998046875,4908,1,"Utah","Colorado"
"Utah","North Carolina",49,37,2883.29833984375,4937,1,"Utah","North Carolina"
"Utah","Kansas",49,20,1152.794921875,4920,7,"Utah","Kansas"
"Utah","District of Columbia",49,11,2971.9375,4911,1,"Utah","District of Columbia"
"Utah","Rhode Island",49,44,3374.0322265625,4944,5,"Utah","Rhode Island"
"Utah","Wyoming",49,56,535.855651855469,4956,56,"Utah","Wyoming"
"Utah","Massachusetts",49,25,3346.21728515625,4925,1,"Utah","Massachusetts"
"Utah","Connecticut",49,9,3276.57006835938,4909,3,"Utah","Connecticut"
"Utah","Vermont",49,50,3250.8173828125,4950,1,"Utah","Vermont"
"Utah","New Mexico",49,35,735.323547363281,4935,2,"Utah","New Mexico"
"Utah","South Dakota",49,46,1104.86267089844,4946,6,"Utah","South Dakota"
"Utah","Nevada",49,32,426.760131835938,4932,17,"Utah","Nevada"
"Utah","North Dakota",49,38,1278.23767089844,4938,21,"Utah","North Dakota"
"Utah","Arizona",49,4,559.437255859375,4904,15,"Utah","Arizona"
"Virginia","California",51,6,3567.03051757812,5106,13,"Virginia","California"
"Virginia","Wisconsin",51,55,1224.82641601562,5155,1,"Virginia","Wisconsin"
"Virginia","Maryland",51,24,245.709838867188,5124,20,"Virginia","Maryland"
"Virginia","Michigan",51,26,938.14404296875,5126,1,"Virginia","Michigan"
"Virginia","Montana",51,30,2726.64038085938,5130,4,"Virginia","Montana"
"Virginia","Utah",51,49,2855.24340820312,5149,2,"Virginia","Utah"
"Virginia","Illinois",51,17,943.288269042969,5117,11,"Virginia","Illinois"
"Virginia","Texas",51,48,1992.22302246094,5148,10,"Virginia","Texas"
"Virginia","Louisiana",51,22,1405.11352539062,5122,2,"Virginia","Louisiana"
"Virginia","Florida",51,12,1050.35290527344,5112,21,"Virginia","Florida"
"Virginia","Kentucky",51,21,573.325378417969,5121,13,"Virginia","Kentucky"
"Virginia","Tennessee",51,47,697.855041503906,5147,7,"Virginia","Tennessee"
