"state1_name","state2_name","state1_fips","state2_fips","distance_km","state_comb","n","mig_5yago","mig_current","in_median_age10","in_median_hh_inc10","in_median_inc_m10","in_median_inc_f10","in_mean_wkhr10","in_tot_civilian_labor10","in_pct_employed10","in_pct_unemploy10","in_female_labor10","in_female_employed10","in_tot_pop_wt10","in_pct_male10","in_pct_age_0_17_10","in_pct_age_above65_10","in_pct_hispanic10","in_pct_white10","in_pct_black10","in_pct_asian10","in_median_age15","in_median_hh_inc15","in_median_hh_inc_black15","in_median_hh_inc_asian15","in_median_hh_inc_white15","in_median_hh_inc_hisp15","in_median_inc_m15","in_median_inc_f15","in_mean_wkhr15","in_tot_civilian_labor15","in_pct_employed15","in_pct_unemploy15","in_female_labor15","in_female_employed15","in_tot_pop_wt15","in_pct_male15","in_pct_age_0_17_15","in_pct_age_above65_15","in_pct_hispanic15","in_pct_white15","in_pct_black15","in_pct_asian15","out_median_age10","out_median_hh_inc10","out_median_inc_m10","out_median_inc_f10","out_mean_wkhr10","statefip","out_tot_civilian_labor10","out_pct_employed10","out_pct_unemploy10","out_female_labor10","out_female_employed10","out_tot_pop_wt10","out_pct_male10","out_pct_age_0_17_10","out_pct_age_above65_10","out_pct_hispanic10","out_pct_white10","out_pct_black10","out_pct_asian10","out_median_age15","out_median_hh_inc15","out_median_hh_inc_black15","out_median_hh_inc_asian15","out_median_hh_inc_white15","out_median_hh_inc_hisp15","out_median_inc_m15","out_median_inc_f15","out_mean_wkhr15","out_tot_civilian_labor15","out_pct_employed15","out_pct_unemploy15","out_female_labor15","out_female_employed15","out_tot_pop_wt15","out_pct_male15","out_pct_age_0_17_15","out_pct_age_above65_15","out_pct_hispanic15","out_pct_white15","out_pct_black15","out_pct_asian15"
"Michigan","Nevada",26,32,2631.37670898438,2632,1,"Michigan","Nevada",36.3,51001,31978,25895,38.5,1393170,56.5,9.3,60.5,52.7,2704642,50.5,75.4,12.1,26.6,72.9,8,7.3,37.8,52431,36981,60906,58723,45665,33560,26848,38.4,1446814,58.1,5,58.2,53.7,2890845,50.1,73.4,50.2,28.1,67.5,8.5,8,39,45413,31624,21460,37.2,26,4870674,52.8,9.4,58.4,50.6,9877574,49.1,76.4,13.8,4.4,79.3,14,2.4,39.7,51084,31099,75933,55083,41844,36390,22803,38.1,4862037,56.5,4.4,56.5,52.6,9922576,49.2,73.5,51.4,4.9,78.6,13.9,3
"Michigan","North Dakota",26,38,1215.20471191406,2638,16,"Michigan","North Dakota",37.4,48670,32941,21808,39.3,377605,67,2.7,66.5,64.1,674499,50.9,77.7,14.5,2.1,90,1.3,1.1,34.9,60557,31456,76864,62480,49183,42186,26799,40.7,415475,67.1,1.8,64.5,62.9,756928,51.3,72.5,48.6,3.4,88.2,2.1,1.3,39,45413,31624,21460,37.2,26,4870674,52.8,9.4,58.4,50.6,9877574,49.1,76.4,13.8,4.4,79.3,14,2.4,39.7,51084,31099,75933,55083,41844,36390,22803,38.1,4862037,56.5,4.4,56.5,52.6,9922576,49.2,73.5,51.4,4.9,78.6,13.9,3
"Michigan","South Carolina",26,45,1222.78686523438,2645,4,"Michigan","South Carolina",37.8,42018,30589,21509,38.3,2241088,53.2,7.8,57.3,50.3,4636312,48.6,76.7,13.7,5,67.1,28.1,1.2,39,47238,31230,58443,55677,38901,31974,23796,38.9,2336291,55.1,4.3,55.3,51.5,4896146,48.7,73.4,52.1,5.4,67.2,27.5,1.4,39,45413,31624,21460,37.2,26,4870674,52.8,9.4,58.4,50.6,9877574,49.1,76.4,13.8,4.4,79.3,14,2.4,39.7,51084,31099,75933,55083,41844,36390,22803,38.1,4862037,56.5,4.4,56.5,52.6,9922576,49.2,73.5,51.4,4.9,78.6,13.9,3
"Michigan","Arizona",26,4,2507.78930664062,2604,10,"Michigan","Arizona",35.9,46789,31580,24416,38.3,3011568,53.5,7.2,55.8,49.7,6413737,49.7,74.5,13.8,29.8,79.4,4.1,2.7,37.4,51492,39771,70456,57485,40643,32726,25860,38.5,3153950,54.5,4,53.9,50.2,6828065,49.6,72,50.8,30.7,77.4,4.4,3.2,39,45413,31624,21460,37.2,26,4870674,52.8,9.4,58.4,50.6,9877574,49.1,76.4,13.8,4.4,79.3,14,2.4,39.7,51084,31099,75933,55083,41844,36390,22803,38.1,4862037,56.5,4.4,56.5,52.6,9922576,49.2,73.5,51.4,4.9,78.6,13.9,3
"Michigan","Arkansas",26,5,1210.99572753906,2605,2,"Michigan","Arkansas",37.3,38307,29038,20242,38.9,1377434,54.4,5.8,56,50.9,2921606,49,75.7,14.4,6.3,78.4,15.9,1.1,37.9,41995,27256,67547,46393,37051,31104,22642,39.4,1349814,54,3.3,52.7,49.6,2978204,49.1,72.2,51.6,7,77.5,15.8,1.4,39,45413,31624,21460,37.2,26,4870674,52.8,9.4,58.4,50.6,9877574,49.1,76.4,13.8,4.4,79.3,14,2.4,39.7,51084,31099,75933,55083,41844,36390,22803,38.1,4862037,56.5,4.4,56.5,52.6,9922576,49.2,73.5,51.4,4.9,78.6,13.9,3
"Montana","California",30,6,1363.0654296875,3006,3,"Montana","California",35.2,57708,33624,25795,37.8,18625515,55.7,8.2,57.9,50.7,37349363,49.7,75.1,11.4,37.7,62.4,6,13.1,36.2,64500,45217,83385,75933,49682,36556,27038,38,19463807,58.1,4.6,56.8,52.5,39144818,49.7,72.5,50.8,38.8,60.9,5.8,14.2,40.1,42666,29574,19647,38.1,30,505674,58.8,4.8,60.1,56.8,990898,50.4,77.5,14.9,2.8,89.9,0.5,0.6,39.9,49509,55809,56672,50858,38584,32489,22262,38.4,513209,59,2.8,58.1,55.7,1032949,50.2,73.9,50,3.6,88.9,0.5,0.9
"Montana","Idaho",30,16,489.584014892578,3016,23,"Montana","Idaho",34.7,43490,28305,18772,37.7,757590,57.4,6.4,58.3,53.3,1571450,50.1,72.7,12.5,11.3,92.2,0.6,1.2,35.8,48275,40278,65246,49245,40819,32036,19349,38,786377,58.6,3.3,56.9,53.8,1654930,50,69.8,50.5,12.1,91.5,0.5,1.3,40.1,42666,29574,19647,38.1,30,505674,58.8,4.8,60.1,56.8,990898,50.4,77.5,14.9,2.8,89.9,0.5,0.6,39.9,49509,55809,56672,50858,38584,32489,22262,38.4,513209,59,2.8,58.1,55.7,1032949,50.2,73.9,50,3.6,88.9,0.5,0.9
"Montana","Minnesota",30,27,1170.88305664062,3027,1,"Montana","Minnesota",37.5,55459,36453,25850,37.6,2938277,64.5,5.9,66.5,61.9,5310584,49.6,75.8,12.9,4.7,86.1,5.2,4,37.9,63488,30306,72344,66979,43380,40930,29658,38.3,3039536,67,2.9,66.1,63.7,5489594,49.7,72.7,50.8,5.1,84.1,5.8,4.7,40.1,42666,29574,19647,38.1,30,505674,58.8,4.8,60.1,56.8,990898,50.4,77.5,14.9,2.8,89.9,0.5,0.6,39.9,49509,55809,56672,50858,38584,32489,22262,38.4,513209,59,2.8,58.1,55.7,1032949,50.2,73.9,50,3.6,88.9,0.5,0.9
"Montana","Missouri",30,29,1698.13732910156,3029,3,"Montana","Missouri",38,44301,31257,22391,38.4,3036146,57.6,6.4,60.3,55.2,5996231,48.9,76.4,14.1,3.6,83.1,11.7,1.6,38.4,50238,33501,61891,52707,42260,35628,24872,38.7,3042538,59.4,3.3,58.8,55.9,6083672,49,72.9,51.6,4,82.4,11.7,1.9,40.1,42666,29574,19647,38.1,30,505674,58.8,4.8,60.1,56.8,990898,50.4,77.5,14.9,2.8,89.9,0.5,0.6,39.9,49509,55809,56672,50858,38584,32489,22262,38.4,513209,59,2.8,58.1,55.7,1032949,50.2,73.9,50,3.6,88.9,0.5,0.9
"Montana","Hawaii",30,15,5141.1728515625,3015,2,"Montana","Hawaii",38.7,63030,35492,27240,38.2,694445,58.4,5.1,61.2,56.8,1363621,50.2,77.7,14.5,8.9,24.6,1.5,38.9,37.7,73486,69448,76164,74197,60320,38276,30911,38.9,710239,58.6,3,59.2,56.2,1431603,50.6,74.8,49.5,10.4,26,2.1,37.1,40.1,42666,29574,19647,38.1,30,505674,58.8,4.8,60.1,56.8,990898,50.4,77.5,14.9,2.8,89.9,0.5,0.6,39.9,49509,55809,56672,50858,38584,32489,22262,38.4,513209,59,2.8,58.1,55.7,1032949,50.2,73.9,50,3.6,88.9,0.5,0.9
"Montana","Washington",30,53,820.829406738281,3053,4,"Montana","Washington",37.2,55631,38008,25385,37.8,3440495,57.5,6.9,59.6,53.8,6744496,49.8,76.5,12.3,11.3,78.7,3.5,7.2,37.5,64129,45866,85352,66681,47065,41859,28451,38.4,3613427,59.2,3.8,57.7,54.3,7170351,50,73.6,50.3,12.4,76.9,3.7,7.9,40.1,42666,29574,19647,38.1,30,505674,58.8,4.8,60.1,56.8,990898,50.4,77.5,14.9,2.8,89.9,0.5,0.6,39.9,49509,55809,56672,50858,38584,32489,22262,38.4,513209,59,2.8,58.1,55.7,1032949,50.2,73.9,50,3.6,88.9,0.5,0.9
"Montana","Alaska",30,2,3183.03442382812,3002,3,"Montana","Alaska",33.8,64576,40408,26618,41.9,373703,61.7,6.6,65,59.6,713985,52.2,73.6,7.5,5.7,67.4,3.5,5.5,33.3,73355,52562,67405,81711,63937,41430,29648,42,385165,62.1,5.3,64.2,59.9,738432,52.6,70.4,47,7,65.2,3.5,6.4,40.1,42666,29574,19647,38.1,30,505674,58.8,4.8,60.1,56.8,990898,50.4,77.5,14.9,2.8,89.9,0.5,0.6,39.9,49509,55809,56672,50858,38584,32489,22262,38.4,513209,59,2.8,58.1,55.7,1032949,50.2,73.9,50,3.6,88.9,0.5,0.9
"Montana","Colorado",30,8,954.961486816406,3008,11,"Montana","Colorado",36,54046,35465,25392,38.6,2714224,61.9,6.8,63.4,57.8,5049071,50.1,75.7,10.9,20.8,83.3,3.9,2.6,36.4,63909,45793,70487,70332,46041,40186,28642,39,2916718,63.8,3.5,62.2,59.1,5456574,50.2,73,50,21.3,84.4,4.1,3,40.1,42666,29574,19647,38.1,30,505674,58.8,4.8,60.1,56.8,990898,50.4,77.5,14.9,2.8,89.9,0.5,0.6,39.9,49509,55809,56672,50858,38584,32489,22262,38.4,513209,59,2.8,58.1,55.7,1032949,50.2,73.9,50,3.6,88.9,0.5,0.9
"Montana","Wyoming",30,56,479.804534912109,3056,9,"Montana","Wyoming",36.7,53512,37153,22650,40,299393,63.4,4.2,62.1,58.3,564460,50.9,75.8,12.4,9,91,0.8,0.7,36.5,60214,41471,70453,61683,46370,42376,22526,40.7,310369,64.1,3.3,62.4,59.2,586107,50.3,71.2,49.8,9.9,91.5,0.8,0.8,40.1,42666,29574,19647,38.1,30,505674,58.8,4.8,60.1,56.8,990898,50.4,77.5,14.9,2.8,89.9,0.5,0.6,39.9,49509,55809,56672,50858,38584,32489,22262,38.4,513209,59,2.8,58.1,55.7,1032949,50.2,73.9,50,3.6,88.9,0.5,0.9
"Montana","Mississippi",30,28,2318.81225585938,3028,2,"Montana","Mississippi",36.1,36851,29456,20837,39.3,1340288,51,7.2,54,47.5,2970036,48.5,74.6,12.9,2.5,59.5,37.3,0.9,37,40593,26818,53217,50609,40480,31700,22381,39.6,1324308,51.4,5,52.8,47.7,2992333,48.4,70.9,52.3,2.9,58.8,37.7,1,40.1,42666,29574,19647,38.1,30,505674,58.8,4.8,60.1,56.8,990898,50.4,77.5,14.9,2.8,89.9,0.5,0.6,39.9,49509,55809,56672,50858,38584,32489,22262,38.4,513209,59,2.8,58.1,55.7,1032949,50.2,73.9,50,3.6,88.9,0.5,0.9
"Montana","Connecticut",30,9,2967.6533203125,3009,2,"Montana","Connecticut",40,64032,42639,30089,37.7,1939959,60.7,7.1,63.1,56.8,3577073,48.6,77.2,14.2,13.5,78.2,10,3.8,40.6,71346,44418,90894,81324,42731,46435,32701,38.2,1941592,61.8,4.6,62.5,58.2,3590886,48.8,74.3,51.9,15.4,76.5,10.6,4.4,40.1,42666,29574,19647,38.1,30,505674,58.8,4.8,60.1,56.8,990898,50.4,77.5,14.9,2.8,89.9,0.5,0.6,39.9,49509,55809,56672,50858,38584,32489,22262,38.4,513209,59,2.8,58.1,55.7,1032949,50.2,73.9,50,3.6,88.9,0.5,0.9
"Montana","New Mexico",30,35,1436.67565917969,3035,1,"Montana","New Mexico",36.7,42090,29909,21379,38.1,959218,54.1,5.7,54.9,50.2,2065932,49.4,74.9,13.3,46.4,73.4,2,1.2,37.4,45382,32490,60142,54864,38246,30564,21976,38.1,950312,53.6,4.3,53.5,50,2085109,49.6,71.9,50.8,48,73.4,2.3,1.4,40.1,42666,29574,19647,38.1,30,505674,58.8,4.8,60.1,56.8,990898,50.4,77.5,14.9,2.8,89.9,0.5,0.6,39.9,49509,55809,56672,50858,38584,32489,22262,38.4,513209,59,2.8,58.1,55.7,1032949,50.2,73.9,50,3.6,88.9,0.5,0.9
"Montana","South Dakota",30,46,784.596374511719,3046,12,"Montana","South Dakota",37.3,45904,30292,21601,39.1,435452,64.2,4.1,64.5,61.1,816463,50.4,75.2,14.4,2.5,86,1.3,1,36.9,53017,22399,48917,56177,41553,35574,25063,39.8,454996,65.1,2.7,63.2,61.1,858469,50.3,71,50.2,3.5,84.6,1.5,1.4,40.1,42666,29574,19647,38.1,30,505674,58.8,4.8,60.1,56.8,990898,50.4,77.5,14.9,2.8,89.9,0.5,0.6,39.9,49509,55809,56672,50858,38584,32489,22262,38.4,513209,59,2.8,58.1,55.7,1032949,50.2,73.9,50,3.6,88.9,0.5,0.9
"Montana","North Dakota",30,38,692.795104980469,3038,5,"Montana","North Dakota",37.4,48670,32941,21808,39.3,377605,67,2.7,66.5,64.1,674499,50.9,77.7,14.5,2.1,90,1.3,1.1,34.9,60557,31456,76864,62480,49183,42186,26799,40.7,415475,67.1,1.8,64.5,62.9,756928,51.3,72.5,48.6,3.4,88.2,2.1,1.3,40.1,42666,29574,19647,38.1,30,505674,58.8,4.8,60.1,56.8,990898,50.4,77.5,14.9,2.8,89.9,0.5,0.6,39.9,49509,55809,56672,50858,38584,32489,22262,38.4,513209,59,2.8,58.1,55.7,1032949,50.2,73.9,50,3.6,88.9,0.5,0.9
"Utah","California",49,6,720.978332519531,4906,7,"Utah","California",35.2,57708,33624,25795,37.8,18625515,55.7,8.2,57.9,50.7,37349363,49.7,75.1,11.4,37.7,62.4,6,13.1,36.2,64500,45217,83385,75933,49682,36556,27038,38,19463807,58.1,4.6,56.8,52.5,39144818,49.7,72.5,50.8,38.8,60.9,5.8,14.2,29.2,54744,34024,18955,36.6,49,1355406,61.8,6.4,60.1,54.6,2776469,50.3,68.5,9,13,88.8,1,1.9,30.6,62912,40590,62367,66516,46677,36791,21143,37.1,1472535,64.9,2.7,59.2,56.8,2995919,50.3,65.1,50.2,13.7,87.2,1.2,2.3
"Utah","Idaho",49,16,611.648864746094,4916,17,"Utah","Idaho",34.7,43490,28305,18772,37.7,757590,57.4,6.4,58.3,53.3,1571450,50.1,72.7,12.5,11.3,92.2,0.6,1.2,35.8,48275,40278,65246,49245,40819,32036,19349,38,786377,58.6,3.3,56.9,53.8,1654930,50,69.8,50.5,12.1,91.5,0.5,1.3,29.2,54744,34024,18955,36.6,49,1355406,61.8,6.4,60.1,54.6,2776469,50.3,68.5,9,13,88.8,1,1.9,30.6,62912,40590,62367,66516,46677,36791,21143,37.1,1472535,64.9,2.7,59.2,56.8,2995919,50.3,65.1,50.2,13.7,87.2,1.2,2.3
"Utah","Iowa",49,19,1559.87719726562,4919,3,"Utah","Iowa",38.2,47961,32016,22174,38.1,1651501,63.9,4.6,64.2,60.2,3049883,49.4,76.2,14.8,5,91.5,3.1,1.7,38.1,54736,28425,51202,56646,38141,37901,25007,38.8,1669321,64.6,2.8,63.1,60.5,3123899,49.6,72,50.9,5.6,90.5,3.4,2.2,29.2,54744,34024,18955,36.6,49,1355406,61.8,6.4,60.1,54.6,2776469,50.3,68.5,9,13,88.8,1,1.9,30.6,62912,40590,62367,66516,46677,36791,21143,37.1,1472535,64.9,2.7,59.2,56.8,2995919,50.3,65.1,50.2,13.7,87.2,1.2,2.3
"Utah","Maryland",49,24,2992.2724609375,4924,1,"Utah","Maryland",38,68854,42610,33022,38.8,3164140,62.8,6.1,65.1,59.8,5785982,48.4,76.6,12.3,8.2,58.9,29.4,5.5,38.3,75847,60618,96429,85530,65708,46509,35647,39,3207268,63,3.7,62.6,59.3,6006401,48.5,73.6,52.3,9.5,56.5,29.5,6.4,29.2,54744,34024,18955,36.6,49,1355406,61.8,6.4,60.1,54.6,2776469,50.3,68.5,9,13,88.8,1,1.9,30.6,62912,40590,62367,66516,46677,36791,21143,37.1,1472535,64.9,2.7,59.2,56.8,2995919,50.3,65.1,50.2,13.7,87.2,1.2,2.3
"Utah","Oregon",49,41,899.960510253906,4941,11,"Utah","Oregon",38.5,46560,30826,21664,36.8,1948885,55.4,8.1,59,52.7,3838957,49.5,77.4,13.9,11.8,85,1.8,3.7,39.1,54148,31833,71726,55803,44462,34277,24310,37.4,2018994,57.6,4.2,57.5,53.7,4028977,49.4,74.9,51,12.7,85.2,1.9,4.1,29.2,54744,34024,18955,36.6,49,1355406,61.8,6.4,60.1,54.6,2776469,50.3,68.5,9,13,88.8,1,1.9,30.6,62912,40590,62367,66516,46677,36791,21143,37.1,1472535,64.9,2.7,59.2,56.8,2995919,50.3,65.1,50.2,13.7,87.2,1.2,2.3
"Utah","Montana",49,30,877.112854003906,4930,5,"Utah","Montana",40.1,42666,29574,19647,38.1,505674,58.8,4.8,60.1,56.8,990898,50.4,77.5,14.9,2.8,89.9,0.5,0.6,39.9,49509,55809,56672,50858,38584,32489,22262,38.4,513209,59,2.8,58.1,55.7,1032949,50.2,73.9,50,3.6,88.9,0.5,0.9,29.2,54744,34024,18955,36.6,49,1355406,61.8,6.4,60.1,54.6,2776469,50.3,68.5,9,13,88.8,1,1.9,30.6,62912,40590,62367,66516,46677,36791,21143,37.1,1472535,64.9,2.7,59.2,56.8,2995919,50.3,65.1,50.2,13.7,87.2,1.2,2.3
"Utah","Texas",49,48,1419.61828613281,4948,8,"Utah","Texas",33.6,48615,31550,22266,39.6,12363612,58.9,5.7,58.5,53.4,25257114,49.6,72.7,10.4,37.7,74.1,11.8,3.8,34.4,55653,40812,78121,68654,43345,36598,25264,40.2,13437133,60.3,3.5,57.4,54.1,27469114,49.6,69.4,50.9,38.9,74.9,12,4.5,29.2,54744,34024,18955,36.6,49,1355406,61.8,6.4,60.1,54.6,2776469,50.3,68.5,9,13,88.8,1,1.9,30.6,62912,40590,62367,66516,46677,36791,21143,37.1,1472535,64.9,2.7,59.2,56.8,2995919,50.3,65.1,50.2,13.7,87.2,1.2,2.3
"Utah","Louisiana",49,22,2011.28576660156,4922,1,"Utah","Louisiana",35.9,42505,34495,21107,39.9,2187678,55.4,6.2,57.3,52,4544228,49,75.4,12.3,4.3,62.8,32,1.6,36.4,45727,27537,58847,56661,41476,37630,23460,39.8,2193370,55.4,4.2,55.6,52,4670724,48.9,72,51.9,4.9,62.4,32.2,1.7,29.2,54744,34024,18955,36.6,49,1355406,61.8,6.4,60.1,54.6,2776469,50.3,68.5,9,13,88.8,1,1.9,30.6,62912,40590,62367,66516,46677,36791,21143,37.1,1472535,64.9,2.7,59.2,56.8,2995919,50.3,65.1,50.2,13.7,87.2,1.2,2.3
"Utah","Tennessee",49,47,2256.408203125,4947,2,"Utah","Tennessee",38,41461,30560,21916,38.3,3081522,54.4,6.9,56.4,50.5,6356897,48.7,76.4,13.5,4.5,78.4,16.8,1.5,38.7,47275,34462,65072,50779,38383,32734,23982,38.9,3198285,56.8,3.8,56,52.5,6600299,48.7,73.3,51.9,5.1,77.7,16.8,1.6,29.2,54744,34024,18955,36.6,49,1355406,61.8,6.4,60.1,54.6,2776469,50.3,68.5,9,13,88.8,1,1.9,30.6,62912,40590,62367,66516,46677,36791,21143,37.1,1472535,64.9,2.7,59.2,56.8,2995919,50.3,65.1,50.2,13.7,87.2,1.2,2.3
"Utah","New York",49,36,3032.74291992188,4936,1,"Utah","New York",38,54148,37063,28902,38.4,9888442,57.1,6.2,58.5,53.1,19392283,48.4,77.8,13.5,17.7,65.9,15.5,7.4,38.3,60850,42652,66482,70379,41657,40570,30878,38.5,10128222,59,4.1,58.6,55,19795791,48.6,74.6,52.1,18.8,63.8,15.6,8.4,29.2,54744,34024,18955,36.6,49,1355406,61.8,6.4,60.1,54.6,2776469,50.3,68.5,9,13,88.8,1,1.9,30.6,62912,40590,62367,66516,46677,36791,21143,37.1,1472535,64.9,2.7,59.2,56.8,2995919,50.3,65.1,50.2,13.7,87.2,1.2,2.3
"Utah","Hawaii",49,15,4742.1240234375,4915,4,"Utah","Hawaii",38.7,63030,35492,27240,38.2,694445,58.4,5.1,61.2,56.8,1363621,50.2,77.7,14.5,8.9,24.6,1.5,38.9,37.7,73486,69448,76164,74197,60320,38276,30911,38.9,710239,58.6,3,59.2,56.2,1431603,50.6,74.8,49.5,10.4,26,2.1,37.1,29.2,54744,34024,18955,36.6,49,1355406,61.8,6.4,60.1,54.6,2776469,50.3,68.5,9,13,88.8,1,1.9,30.6,62912,40590,62367,66516,46677,36791,21143,37.1,1472535,64.9,2.7,59.2,56.8,2995919,50.3,65.1,50.2,13.7,87.2,1.2,2.3
"Utah","Washington",49,53,1146.47180175781,4953,4,"Utah","Washington",37.2,55631,38008,25385,37.8,3440495,57.5,6.9,59.6,53.8,6744496,49.8,76.5,12.3,11.3,78.7,3.5,7.2,37.5,64129,45866,85352,66681,47065,41859,28451,38.4,3613427,59.2,3.8,57.7,54.3,7170351,50,73.6,50.3,12.4,76.9,3.7,7.9,29.2,54744,34024,18955,36.6,49,1355406,61.8,6.4,60.1,54.6,2776469,50.3,68.5,9,13,88.8,1,1.9,30.6,62912,40590,62367,66516,46677,36791,21143,37.1,1472535,64.9,2.7,59.2,56.8,2995919,50.3,65.1,50.2,13.7,87.2,1.2,2.3
"Utah","Oklahoma",49,40,1316.19311523438,4940,2,"Utah","Oklahoma",36.3,42072,30752,20392,39.1,1815022,56.9,5.1,56.8,52.4,3761702,49.3,75.3,13.6,8.8,73.5,7.2,1.7,36.3,48568,31438,56043,51874,40251,35488,22889,39.7,1854533,57.4,3.3,55.5,52.4,3911338,49.6,71.1,51,10.1,72.6,7.3,2,29.2,54744,34024,18955,36.6,49,1355406,61.8,6.4,60.1,54.6,2776469,50.3,68.5,9,13,88.8,1,1.9,30.6,62912,40590,62367,66516,46677,36791,21143,37.1,1472535,64.9,2.7,59.2,56.8,2995919,50.3,65.1,50.2,13.7,87.2,1.2,2.3
"Utah","Alaska",49,2,3799.22875976562,4902,9,"Utah","Alaska",33.8,64576,40408,26618,41.9,373703,61.7,6.6,65,59.6,713985,52.2,73.6,7.5,5.7,67.4,3.5,5.5,33.3,73355,52562,67405,81711,63937,41430,29648,42,385165,62.1,5.3,64.2,59.9,738432,52.6,70.4,47,7,65.2,3.5,6.4,29.2,54744,34024,18955,36.6,49,1355406,61.8,6.4,60.1,54.6,2776469,50.3,68.5,9,13,88.8,1,1.9,30.6,62912,40590,62367,66516,46677,36791,21143,37.1,1472535,64.9,2.7,59.2,56.8,2995919,50.3,65.1,50.2,13.7,87.2,1.2,2.3
"Utah","Colorado",49,8,528.947998046875,4908,1,"Utah","Colorado",36,54046,35465,25392,38.6,2714224,61.9,6.8,63.4,57.8,5049071,50.1,75.7,10.9,20.8,83.3,3.9,2.6,36.4,63909,45793,70487,70332,46041,40186,28642,39,2916718,63.8,3.5,62.2,59.1,5456574,50.2,73,50,21.3,84.4,4.1,3,29.2,54744,34024,18955,36.6,49,1355406,61.8,6.4,60.1,54.6,2776469,50.3,68.5,9,13,88.8,1,1.9,30.6,62912,40590,62367,66516,46677,36791,21143,37.1,1472535,64.9,2.7,59.2,56.8,2995919,50.3,65.1,50.2,13.7,87.2,1.2,2.3
"Utah","North Carolina",49,37,2883.29833984375,4937,1,"Utah","North Carolina",37.3,43326,30397,22777,38.6,4727122,54.9,8,58.4,51.3,9561558,48.7,76.1,13,8.4,69.7,21.4,2.2,38.4,47830,32884,75558,54700,34935,32379,25123,39,4886759,56.8,4.2,56.6,52.5,10042802,48.8,73,52,9.1,69.1,21.6,2.7,29.2,54744,34024,18955,36.6,49,1355406,61.8,6.4,60.1,54.6,2776469,50.3,68.5,9,13,88.8,1,1.9,30.6,62912,40590,62367,66516,46677,36791,21143,37.1,1472535,64.9,2.7,59.2,56.8,2995919,50.3,65.1,50.2,13.7,87.2,1.2,2.3
"Utah","Kansas",49,20,1152.794921875,4920,7,"Utah","Kansas",36.2,48257,32265,21811,38.5,1491225,62,5.3,63.5,58.8,2859169,49.6,74.6,13.3,10.5,85.2,5.8,2.5,36.2,53906,35350,61296,57799,40814,37240,24650,39.1,1486201,62.4,3,61,58.2,2911641,49.8,70.7,50.6,11.6,84.7,5.9,2.9,29.2,54744,34024,18955,36.6,49,1355406,61.8,6.4,60.1,54.6,2776469,50.3,68.5,9,13,88.8,1,1.9,30.6,62912,40590,62367,66516,46677,36791,21143,37.1,1472535,64.9,2.7,59.2,56.8,2995919,50.3,65.1,50.2,13.7,87.2,1.2,2.3
"Utah","District of Columbia",49,11,2971.9375,4911,1,"Utah","District of Columbia",33.9,60903,45104,40367,40.1,341495,58,8.2,63.5,56.2,604453,47.3,83.2,11.5,9.1,40.2,51.2,3.6,33.8,75628,41522,93877,124801,65973,52377,45201,40.2,389414,64,5,66.8,61.9,672228,47.6,77.3,53.2,10.6,40,47.4,3.9,29.2,54744,34024,18955,36.6,49,1355406,61.8,6.4,60.1,54.6,2776469,50.3,68.5,9,13,88.8,1,1.9,30.6,62912,40590,62367,66516,46677,36791,21143,37.1,1472535,64.9,2.7,59.2,56.8,2995919,50.3,65.1,50.2,13.7,87.2,1.2,2.3
"Utah","Rhode Island",49,44,3374.0322265625,4944,5,"Utah","Rhode Island",39.6,52254,35216,26582,36.9,551014,57.2,7,61.1,55.3,1052886,48.3,78.7,14.5,12.5,81.4,6,2.9,39.7,58073,36719,56516,64284,35455,40264,30200,37.5,559733,60.3,4,60.8,57.4,1056298,48.4,74.9,52.2,14.4,80.4,6.2,3.4,29.2,54744,34024,18955,36.6,49,1355406,61.8,6.4,60.1,54.6,2776469,50.3,68.5,9,13,88.8,1,1.9,30.6,62912,40590,62367,66516,46677,36791,21143,37.1,1472535,64.9,2.7,59.2,56.8,2995919,50.3,65.1,50.2,13.7,87.2,1.2,2.3
"Utah","Wyoming",49,56,535.855651855469,4956,56,"Utah","Wyoming",36.7,53512,37153,22650,40,299393,63.4,4.2,62.1,58.3,564460,50.9,75.8,12.4,9,91,0.8,0.7,36.5,60214,41471,70453,61683,46370,42376,22526,40.7,310369,64.1,3.3,62.4,59.2,586107,50.3,71.2,49.8,9.9,91.5,0.8,0.8,29.2,54744,34024,18955,36.6,49,1355406,61.8,6.4,60.1,54.6,2776469,50.3,68.5,9,13,88.8,1,1.9,30.6,62912,40590,62367,66516,46677,36791,21143,37.1,1472535,64.9,2.7,59.2,56.8,2995919,50.3,65.1,50.2,13.7,87.2,1.2,2.3
"Utah","Massachusetts",49,25,3346.21728515625,4925,1,"Utah","Massachusetts",39.1,62072,41587,30274,37.5,3590908,60.7,6.9,63,57.4,6557254,48.3,78.4,13.8,9.6,81.1,6.8,5.4,39.4,70628,41732,81537,77091,38195,45792,31845,37.8,3739683,63.1,3.9,63.2,59.9,6794422,48.5,75.1,52.1,11.2,79.1,7.3,6.3,29.2,54744,34024,18955,36.6,49,1355406,61.8,6.4,60.1,54.6,2776469,50.3,68.5,9,13,88.8,1,1.9,30.6,62912,40590,62367,66516,46677,36791,21143,37.1,1472535,64.9,2.7,59.2,56.8,2995919,50.3,65.1,50.2,13.7,87.2,1.2,2.3
