state1_name,state2_name,state1_fips,state2_fips,distance_km,state_comb,migration_n,mig_1yago,mig_current
Oregon,Rhode Island,41,44,3949.175537,4144,NA,Oregon,Rhode Island
Oregon,Wyoming,41,56,1054.16687,4156,NA,Oregon,Wyoming
Oregon,Mississippi,41,28,2945.865479,4128,NA,Oregon,Mississippi
Oregon,Massachusetts,41,25,3909.734375,4125,NA,Oregon,Massachusetts
Oregon,Connecticut,41,9,3857.732422,4109,NA,Oregon,Connecticut
Oregon,Vermont,41,50,3775.46875,4150,NA,Oregon,Vermont
Oregon,Maine,41,23,3995.371094,4123,NA,Oregon,Maine
Oregon,New Hampshire,41,33,3871.501221,4133,NA,Oregon,New Hampshire
Oregon,New Mexico,41,35,1630.998047,4135,1,Oregon,New Mexico
Oregon,Ohio,41,39,3114.033936,4139,NA,Oregon,Ohio
Oregon,Alabama,41,1,3164.569336,4101,NA,Oregon,Alabama
Oregon,Nebraska,41,31,1712.302002,4131,NA,Oregon,Nebraska
Oregon,South Dakota,41,46,1618.199951,4146,NA,Oregon,South Dakota
Oregon,Nevada,41,32,607.3119507,4132,NA,Oregon,Nevada
Oregon,New Jersey,41,34,3763.382324,4134,NA,Oregon,New Jersey
Oregon,North Dakota,41,38,1604.185913,4138,1,Oregon,North Dakota
Oregon,South Carolina,41,45,3569.948242,4145,NA,Oregon,South Carolina
Oregon,Arizona,41,4,1318.835449,4104,4,Oregon,Arizona
Oregon,Arkansas,41,5,2600.427246,4105,NA,Oregon,Arkansas
Michigan,California,26,6,2956.13501,2606,2,Michigan,California
Michigan,Wisconsin,26,55,367.0795593,2655,3,Michigan,Wisconsin
Michigan,Idaho,26,16,2311.933594,2616,NA,Michigan,Idaho
Michigan,Minnesota,26,27,729.7969971,2627,NA,Michigan,Minnesota
Michigan,Iowa,26,19,703.8061523,2619,NA,Michigan,Iowa
Michigan,Missouri,26,29,889.0911255,2629,NA,Michigan,Missouri
Michigan,Maryland,26,24,928.3929443,2624,NA,Michigan,Maryland
Michigan,Oregon,26,41,2786.096191,2641,1,Michigan,Oregon
Michigan,Montana,26,30,1899.448486,2630,NA,Michigan,Montana
Michigan,Utah,26,49,2238.539307,2649,NA,Michigan,Utah
Michigan,Virginia,26,51,938.144043,2651,NA,Michigan,Virginia
Michigan,Illinois,26,17,572.0924683,2617,NA,Michigan,Illinois
Michigan,Texas,26,48,1878.61084,2648,1,Michigan,Texas
Michigan,Louisiana,26,22,1588.858154,2622,2,Michigan,Louisiana
Michigan,Florida,26,12,1771.61377,2612,6,Michigan,Florida
Michigan,Kentucky,26,21,756.9269409,2621,NA,Michigan,Kentucky
Michigan,Tennessee,26,47,946.8063965,2647,1,Michigan,Tennessee
Michigan,New York,26,36,809.7129517,2636,NA,Michigan,New York
Michigan,Georgia,26,13,1312.348755,2613,1,Michigan,Georgia
Michigan,Hawaii,26,15,6956.138184,2615,NA,Michigan,Hawaii
Michigan,Delaware,26,10,1012.015259,2610,NA,Michigan,Delaware
Michigan,Washington,26,53,2716.662842,2653,NA,Michigan,Washington
Michigan,Oklahoma,26,40,1415.860229,2640,NA,Michigan,Oklahoma
Michigan,West Virginia,26,54,747.1394043,2654,NA,Michigan,West Virginia
Michigan,Alaska,26,2,4597.598633,2602,NA,Michigan,Alaska
Michigan,Pennsylvania,26,42,729.777771,2642,NA,Michigan,Pennsylvania
Michigan,Colorado,26,8,1771.781128,2608,2,Michigan,Colorado
Michigan,North Carolina,26,37,1110.217896,2637,4,Michigan,North Carolina
Michigan,Indiana,26,18,500.0511475,2618,10,Michigan,Indiana
Michigan,Kansas,26,20,1261.556763,2620,NA,Michigan,Kansas
Michigan,District of Columbia,26,11,920.5049438,2611,2,Michigan,District of Columbia
Michigan,Rhode Island,26,44,1163.387451,2644,NA,Michigan,Rhode Island
Michigan,Wyoming,26,56,1783.973022,2656,2,Michigan,Wyoming
Michigan,Mississippi,26,28,1342.636597,2628,NA,Michigan,Mississippi
Michigan,Massachusetts,26,25,1125.981445,2625,2,Michigan,Massachusetts
Michigan,Connecticut,26,9,1071.659912,2609,NA,Michigan,Connecticut
Michigan,Vermont,26,50,1012.992798,2650,NA,Michigan,Vermont
Michigan,Maine,26,23,1276.480957,2623,NA,Michigan,Maine
Michigan,New Hampshire,26,33,1104.902222,2633,NA,Michigan,New Hampshire
Michigan,New Mexico,26,35,2087.466553,2635,4,Michigan,New Mexico
Michigan,Ohio,26,39,497.9307251,2639,5,Michigan,Ohio
Michigan,Alabama,26,1,1292.088989,2601,NA,Michigan,Alabama
Michigan,Nebraska,26,31,1212.174805,2631,NA,Michigan,Nebraska
Michigan,South Dakota,26,46,1178.021729,2646,1,Michigan,South Dakota
Michigan,Nevada,26,32,2631.376709,2632,1,Michigan,Nevada
Michigan,New Jersey,26,34,994.9259033,2634,NA,Michigan,New Jersey
Michigan,North Dakota,26,38,1215.204712,2638,NA,Michigan,North Dakota
Michigan,South Carolina,26,45,1222.786865,2645,NA,Michigan,South Carolina
Michigan,Arizona,26,4,2507.789307,2604,NA,Michigan,Arizona
Michigan,Arkansas,26,5,1210.995728,2605,NA,Michigan,Arkansas
Montana,California,30,6,1363.06543,3006,NA,Montana,California
Montana,Wisconsin,30,55,1540.879272,3055,NA,Montana,Wisconsin
Montana,Idaho,30,16,489.5840149,3016,7,Montana,Idaho
Montana,Minnesota,30,27,1170.883057,3027,1,Montana,Minnesota
Montana,Iowa,30,19,1389.670288,3019,NA,Montana,Iowa
Montana,Missouri,30,29,1698.137329,3029,NA,Montana,Missouri
Montana,Maryland,30,24,2793.807373,3024,NA,Montana,Maryland
Montana,Oregon,30,41,918.9173584,3041,NA,Montana,Oregon
Montana,Michigan,30,26,1899.448486,3026,NA,Montana,Michigan
Montana,Utah,30,49,877.112854,3049,NA,Montana,Utah
Montana,Virginia,30,51,2726.640381,3051,NA,Montana,Virginia
Montana,Illinois,30,17,1815.037842,3017,NA,Montana,Illinois
Montana,Texas,30,48,1946.461548,3048,1,Montana,Texas
Montana,Louisiana,30,22,2337.782227,3022,NA,Montana,Louisiana
Montana,Florida,30,12,3120.615967,3012,NA,Montana,Florida
Montana,Kentucky,30,21,2250.71582,3021,NA,Montana,Kentucky
Montana,Tennessee,30,47,2291.618896,3047,NA,Montana,Tennessee
Montana,New York,30,36,2700.390625,3036,NA,Montana,New York
Montana,Georgia,30,13,2730.220459,3013,NA,Montana,Georgia
Montana,Hawaii,30,15,5141.172852,3015,2,Montana,Hawaii
Montana,Delaware,30,10,2889.060791,3010,NA,Montana,Delaware
Montana,Washington,30,53,820.8294067,3053,NA,Montana,Washington
Montana,Oklahoma,30,40,1624.54187,3040,NA,Montana,Oklahoma
Montana,West Virginia,30,54,2525.060303,3054,NA,Montana,West Virginia
Montana,Alaska,30,2,3183.034424,3002,1,Montana,Alaska
Montana,Pennsylvania,30,42,2618.491211,3042,NA,Montana,Pennsylvania
Montana,Colorado,30,8,954.9614868,3008,7,Montana,Colorado
Montana,North Carolina,30,37,2822.411621,3037,NA,Montana,North Carolina
Montana,Indiana,30,18,2035.562866,3018,NA,Montana,Indiana
Montana,Kansas,30,20,1320.104126,3020,NA,Montana,Kansas
Montana,District of Columbia,30,11,2780.012451,3011,NA,Montana,District of Columbia
Montana,Rhode Island,30,44,3056.210205,3044,NA,Montana,Rhode Island
Montana,Wyoming,30,56,479.8045349,3056,NA,Montana,Wyoming
Montana,Mississippi,30,28,2318.812256,3028,NA,Montana,Mississippi
Montana,Massachusetts,30,25,3013.425293,3025,NA,Montana,Massachusetts
Montana,Connecticut,30,9,2967.65332,3009,NA,Montana,Connecticut
Montana,Vermont,30,50,2869.872314,3050,NA,Montana,Vermont
Montana,Maine,30,23,3081.371826,3023,NA,Montana,Maine
Montana,New Hampshire,30,33,2966.542236,3033,NA,Montana,New Hampshire
Montana,New Mexico,30,35,1436.675659,3035,NA,Montana,New Mexico
Montana,Ohio,30,39,2272.122803,3039,NA,Montana,Ohio
Montana,Alabama,30,1,2494.055176,3001,NA,Montana,Alabama
Montana,Nebraska,30,31,993.1906128,3031,NA,Montana,Nebraska
Montana,South Dakota,30,46,784.5963745,3046,2,Montana,South Dakota
Montana,Nevada,30,32,1028.463257,3032,NA,Montana,Nevada
Montana,New Jersey,30,34,2890.381836,3034,NA,Montana,New Jersey
Montana,North Dakota,30,38,692.795105,3038,1,Montana,North Dakota
Montana,South Carolina,30,45,2812.641357,3045,NA,Montana,South Carolina
Montana,Arizona,30,4,1431.050049,3004,NA,Montana,Arizona
Montana,Arkansas,30,5,1969.333862,3005,NA,Montana,Arkansas
Utah,California,49,6,720.9783325,4906,1,Utah,California
Utah,Wisconsin,49,55,1880.75769,4955,NA,Utah,Wisconsin
Utah,Idaho,49,16,611.6488647,4916,2,Utah,Idaho
Utah,Minnesota,49,27,1610.577271,4927,NA,Utah,Minnesota
Utah,Iowa,49,19,1559.877197,4919,NA,Utah,Iowa
Utah,Missouri,49,29,1664.30603,4929,NA,Utah,Missouri
Utah,Maryland,49,24,2992.272461,4924,NA,Utah,Maryland
Utah,Oregon,49,41,899.9605103,4941,7,Utah,Oregon
Utah,Michigan,49,26,2238.539307,4926,NA,Utah,Michigan
Utah,Montana,49,30,877.112854,4930,NA,Utah,Montana
Utah,Virginia,49,51,2855.243408,4951,NA,Utah,Virginia
Utah,Illinois,49,17,1920.127441,4917,NA,Utah,Illinois
Utah,Texas,49,48,1419.618286,4948,NA,Utah,Texas
Utah,Louisiana,49,22,2011.285767,4922,1,Utah,Louisiana
Utah,Florida,49,12,2930.180908,4912,NA,Utah,Florida
Utah,Kentucky,49,21,2297.566406,4921,NA,Utah,Kentucky
Utah,Tennessee,49,47,2256.408203,4947,NA,Utah,Tennessee
Utah,New York,49,36,3032.74292,4936,NA,Utah,New York
Utah,Georgia,49,13,2634.850586,4913,NA,Utah,Georgia
Utah,Hawaii,49,15,4742.124023,4915,NA,Utah,Hawaii
Utah,Delaware,49,10,3097.972412,4910,NA,Utah,Delaware
Utah,Washington,49,53,1146.471802,4953,1,Utah,Washington
Utah,Oklahoma,49,40,1316.193115,4940,NA,Utah,Oklahoma
Utah,West Virginia,49,54,2671.790039,4954,NA,Utah,West Virginia
Utah,Alaska,49,2,3799.22876,4902,9,Utah,Alaska
Utah,Pennsylvania,49,42,2868.546631,4942,NA,Utah,Pennsylvania
Utah,Colorado,49,8,528.947998,4908,NA,Utah,Colorado
Utah,North Carolina,49,37,2883.29834,4937,NA,Utah,North Carolina
Utah,Indiana,49,18,2168.932617,4918,NA,Utah,Indiana
Utah,Kansas,49,20,1152.794922,4920,6,Utah,Kansas
Utah,District of Columbia,49,11,2971.9375,4911,NA,Utah,District of Columbia
Utah,Rhode Island,49,44,3374.032227,4944,NA,Utah,Rhode Island
Utah,Wyoming,49,56,535.8556519,4956,5,Utah,Wyoming
Utah,Mississippi,49,28,2102.955322,4928,NA,Utah,Mississippi
Utah,Massachusetts,49,25,3346.217285,4925,1,Utah,Massachusetts
Utah,Connecticut,49,9,3276.570068,4909,NA,Utah,Connecticut
Utah,Vermont,49,50,3250.817383,4950,NA,Utah,Vermont
Utah,Maine,49,23,3511.444092,4923,NA,Utah,Maine
Utah,New Hampshire,49,33,3341.317871,4933,NA,Utah,New Hampshire
Utah,New Mexico,49,35,735.3235474,4935,NA,Utah,New Mexico
Utah,Ohio,49,39,2458.281738,4939,NA,Utah,Ohio
Utah,Alabama,49,1,2339.659424,4901,NA,Utah,Alabama
Utah,Nebraska,49,31,1034.549805,4931,NA,Utah,Nebraska
Utah,South Dakota,49,46,1104.862671,4946,NA,Utah,South Dakota
Utah,Nevada,49,32,426.7601318,4932,5,Utah,Nevada
Utah,New Jersey,49,34,3142.521484,4934,NA,Utah,New Jersey
Utah,North Dakota,49,38,1278.237671,4938,NA,Utah,North Dakota
Utah,South Carolina,49,45,2798.070557,4945,NA,Utah,South Carolina
Utah,Arizona,49,4,559.4372559,4904,2,Utah,Arizona
Utah,Arkansas,49,5,1770.559082,4905,NA,Utah,Arkansas
Virginia,California,51,6,3567.030518,5106,NA,Virginia,California
Virginia,Wisconsin,51,55,1224.826416,5155,NA,Virginia,Wisconsin
Virginia,Idaho,51,16,3076.490967,5116,NA,Virginia,Idaho
Virginia,Minnesota,51,27,1606.509521,5127,NA,Virginia,Minnesota
Virginia,Iowa,51,19,1351.748047,5119,NA,Virginia,Iowa
Virginia,Missouri,51,29,1200.536987,5129,NA,Virginia,Missouri
Virginia,Maryland,51,24,245.7098389,5124,11,Virginia,Maryland
Virginia,Oregon,51,41,3551.719238,5141,NA,Virginia,Oregon
Virginia,Michigan,51,26,938.144043,5126,NA,Virginia,Michigan
Virginia,Montana,51,30,2726.640381,5130,NA,Virginia,Montana
Virginia,Utah,51,49,2855.243408,5149,NA,Virginia,Utah
Virginia,Illinois,51,17,943.288269,5117,2,Virginia,Illinois
Virginia,Texas,51,48,1992.223022,5148,NA,Virginia,Texas
Virginia,Louisiana,51,22,1405.113525,5122,NA,Virginia,Louisiana
Virginia,Florida,51,12,1050.352905,5112,NA,Virginia,Florida
Virginia,Kentucky,51,21,573.3253784,5121,6,Virginia,Kentucky
Virginia,Tennessee,51,47,697.8550415,5147,2,Virginia,Tennessee
Virginia,New York,51,36,663.8640137,5136,2,Virginia,New York
Virginia,Georgia,51,13,687.2246704,5113,NA,Virginia,Georgia
Virginia,Hawaii,51,15,7583.723145,5115,NA,Virginia,Hawaii
Virginia,Delaware,51,10,331.6217346,5110,1,Virginia,Delaware
Virginia,Washington,51,53,3545.018066,5153,NA,Virginia,Washington
Virginia,Oklahoma,51,40,1680.916626,5140,4,Virginia,Oklahoma
Virginia,West Virginia,51,54,202.7362213,5154,19,Virginia,West Virginia
Virginia,Alaska,51,2,5535.725098,5102,2,Virginia,Alaska
Virginia,Pennsylvania,51,42,383.388092,5142,NA,Virginia,Pennsylvania
Virginia,Colorado,51,8,2333.016113,5108,NA,Virginia,Colorado
Virginia,North Carolina,51,37,221.2590179,5137,NA,Virginia,North Carolina
Virginia,Indiana,51,18,700.6970825,5118,NA,Virginia,Indiana
Virginia,Kansas,51,20,1715.669189,5120,8,Virginia,Kansas
Virginia,District of Columbia,51,11,218.9772797,5111,20,Virginia,District of Columbia
Virginia,Rhode Island,51,44,774.076355,5144,NA,Virginia,Rhode Island
Virginia,Wyoming,51,56,2501.476318,5156,NA,Virginia,Wyoming
Virginia,Mississippi,51,28,1121.227539,5128,NA,Virginia,Mississippi
Virginia,Massachusetts,51,25,797.2897339,5125,NA,Virginia,Massachusetts
Virginia,Connecticut,51,9,691.4633789,5109,5,Virginia,Connecticut
Virginia,Vermont,51,50,892.1489868,5150,7,Virginia,Vermont
Virginia,Maine,51,23,1177.968628,5123,1,Virginia,Maine
Virginia,New Hampshire,51,33,916.1446533,5133,1,Virginia,New Hampshire
Virginia,New Mexico,51,35,2473.754639,5135,NA,Virginia,New Mexico
Virginia,Ohio,51,39,463.2928772,5139,NA,Virginia,Ohio
Virginia,Alabama,51,1,900.2234497,5101,NA,Virginia,Alabama
Virginia,Nebraska,51,31,1850.351685,5131,3,Virginia,Nebraska
Virginia,South Dakota,51,46,1949.299194,5146,NA,Virginia,South Dakota
Virginia,Nevada,51,32,3277.92749,5132,10,Virginia,Nevada
Virginia,New Jersey,51,34,464.4487,5134,NA,Virginia,New Jersey
Virginia,North Dakota,51,38,2081.230469,5138,4,Virginia,North Dakota
Virginia,South Carolina,51,45,443.8032837,5145,NA,Virginia,South Carolina
Virginia,Arizona,51,4,2966.898926,5104,2,Virginia,Arizona
Virginia,Arkansas,51,5,1257.214844,5105,NA,Virginia,Arkansas
Illinois,California,17,6,2637.086182,1706,11,Illinois,California
Illinois,Wisconsin,17,55,514.0551147,1755,8,Illinois,Wisconsin
Illinois,Idaho,17,16,2138.653809,1716,3,Illinois,Idaho
Illinois,Minnesota,17,27,807.8642578,1727,1,Illinois,Minnesota
Illinois,Iowa,17,19,425.5186768,1719,7,Illinois,Iowa
Illinois,Missouri,17,29,337.7064514,1729,2,Illinois,Missouri
Illinois,Maryland,17,24,1072.987793,1724,NA,Illinois,Maryland
Illinois,Oregon,17,41,2612.20459,1741,NA,Illinois,Oregon
Illinois,Michigan,17,26,572.0924683,1726,1,Illinois,Michigan
Illinois,Montana,17,30,1815.037842,1730,6,Illinois,Montana
Illinois,Utah,17,49,1920.127441,1749,1,Illinois,Utah
Illinois,Virginia,17,51,943.288269,1751,NA,Illinois,Virginia
Illinois,Texas,17,48,1319.663574,1748,5,Illinois,Texas
Illinois,Louisiana,17,22,1033.736572,1722,NA,Illinois,Louisiana
Illinois,Florida,17,12,1415.638062,1712,1,Illinois,Florida
Illinois,Kentucky,17,21,437.7036743,1721,6,Illinois,Kentucky
Illinois,Tennessee,17,47,527.7459106,1747,13,Illinois,Tennessee
Illinois,New York,17,36,1183.601807,1736,NA,Illinois,New York
Illinois,Georgia,17,13,971.1291504,1713,5,Illinois,Georgia
Illinois,Hawaii,17,15,6659.373535,1715,NA,Illinois,Hawaii
Illinois,Delaware,17,10,1179.309082,1710,NA,Illinois,Delaware
Illinois,Washington,17,53,2624.593262,1753,2,Illinois,Washington
Illinois,Oklahoma,17,40,880.4904175,1740,NA,Illinois,Oklahoma
Illinois,West Virginia,17,54,753.2279053,1754,NA,Illinois,West Virginia
Illinois,Alaska,17,2,4794.84375,1702,NA,Illinois,Alaska
Illinois,Pennsylvania,17,42,967.994873,1742,NA,Illinois,Pennsylvania
Illinois,Colorado,17,8,1405.417725,1708,2,Illinois,Colorado
Illinois,North Carolina,17,37,1010.711853,1737,1,Illinois,North Carolina
Illinois,Indiana,17,18,248.9415131,1718,NA,Illinois,Indiana
Illinois,Kansas,17,20,808.5045166,1720,NA,Illinois,Kansas
Illinois,District of Columbia,17,11,1052.167603,1711,4,Illinois,District of Columbia
Illinois,Rhode Island,17,44,1493.936646,1744,1,Illinois,Rhode Island
Illinois,Wyoming,17,56,1559.768188,1756,4,Illinois,Wyoming
Illinois,Mississippi,17,28,813.3082275,1728,1,Illinois,Mississippi
Illinois,Massachusetts,17,25,1478.105347,1725,NA,Illinois,Massachusetts
Illinois,Connecticut,17,9,1394.457764,1709,4,Illinois,Connecticut
Illinois,Vermont,17,50,1433.462158,1750,NA,Illinois,Vermont
Illinois,Maine,17,23,1729.55188,1723,NA,Illinois,Maine
Illinois,New Hampshire,17,33,1510.691406,1733,6,Illinois,New Hampshire
Illinois,New Mexico,17,35,1620.177124,1735,NA,Illinois,New Mexico
Illinois,Ohio,17,39,544.4382935,1739,1,Illinois,Ohio
Illinois,Alabama,17,1,834.9537964,1701,NA,Illinois,Alabama
Illinois,Nebraska,17,31,907.0634766,1731,NA,Illinois,Nebraska
Illinois,South Dakota,17,46,1030.456421,1746,NA,Illinois,South Dakota
Illinois,Nevada,17,32,2339.753906,1732,NA,Illinois,Nevada
Illinois,New Jersey,17,34,1234.626831,1734,3,Illinois,New Jersey
Illinois,North Dakota,17,38,1221.828979,1738,1,Illinois,North Dakota
Illinois,South Carolina,17,45,1004.000122,1745,NA,Illinois,South Carolina
Illinois,Arizona,17,4,2084.8396,1704,8,Illinois,Arizona
Illinois,Arkansas,17,5,639.8170776,1705,NA,Illinois,Arkansas
Texas,California,48,6,1954.665283,4806,6,Texas,California
Texas,Wisconsin,48,55,1674.889648,4855,NA,Texas,Wisconsin
Texas,Idaho,48,16,1959.4823,4816,NA,Texas,Idaho
Texas,Minnesota,48,27,1705.107178,4827,NA,Texas,Minnesota
Texas,Iowa,48,19,1289.821289,4819,NA,Texas,Iowa
Texas,Missouri,48,29,989.7456055,4829,12,Texas,Missouri
Texas,Maryland,48,24,2208.278564,4824,NA,Texas,Maryland
Texas,Oregon,48,41,2318.523193,4841,NA,Texas,Oregon
Texas,Michigan,48,26,1878.61084,4826,5,Texas,Michigan
Texas,Montana,48,30,1946.461548,4830,NA,Texas,Montana
Texas,Utah,48,49,1419.618286,4849,2,Texas,Utah
Texas,Virginia,48,51,1992.223022,4851,4,Texas,Virginia
Texas,Illinois,48,17,1319.663574,4817,2,Texas,Illinois
Texas,Louisiana,48,22,702.3339844,4822,12,Texas,Louisiana
Texas,Florida,48,12,1651.531494,4812,13,Texas,Florida
Texas,Kentucky,48,21,1448.984253,4821,NA,Texas,Kentucky
Texas,Tennessee,48,47,1294.438599,4847,5,Texas,Tennessee
Texas,New York,48,36,2452.310303,4836,5,Texas,New York
Texas,Georgia,48,13,1500.343506,4813,2,Texas,Georgia
Texas,Hawaii,48,15,5778.883301,4815,1,Texas,Hawaii
Texas,Delaware,48,10,2311.250244,4810,NA,Texas,Delaware
Texas,Washington,48,53,2525.876465,4853,NA,Texas,Washington
Texas,Oklahoma,48,40,490.6690369,4840,13,Texas,Oklahoma
Texas,West Virginia,48,54,1874.985718,4854,NA,Texas,West Virginia
Texas,Alaska,48,2,5116.810547,4802,11,Texas,Alaska
Texas,Pennsylvania,48,42,2188.731201,4842,10,Texas,Pennsylvania
Texas,Colorado,48,8,1013.067383,4808,3,Texas,Colorado
Texas,North Carolina,48,37,1917.282837,4837,NA,Texas,North Carolina
Texas,Indiana,48,18,1502.879272,4818,NA,Texas,Indiana
Texas,Kansas,48,20,788.6671143,4820,1,Texas,Kansas
Texas,District of Columbia,48,11,2181.748047,4811,3,Texas,District of Columbia
Texas,Rhode Island,48,44,2712.647217,4844,2,Texas,Rhode Island
Texas,Wyoming,48,56,1476.050781,4856,NA,Texas,Wyoming
Texas,Mississippi,48,28,918.9763794,4828,2,Texas,Mississippi
Texas,Massachusetts,48,25,2713.087646,4825,6,Texas,Massachusetts
Texas,Connecticut,48,9,2615.938965,4809,NA,Texas,Connecticut
Texas,Vermont,48,50,2712.110596,4850,NA,Texas,Vermont
Texas,Maine,48,23,3016.338379,4823,NA,Texas,Maine
Texas,New Hampshire,48,33,2777.795166,4833,3,Texas,New Hampshire
Texas,New Mexico,48,35,715.7879028,4835,10,Texas,New Mexico
Texas,Ohio,48,39,1778.832764,4839,1,Texas,Ohio
Texas,Alabama,48,1,1183.395142,4801,1,Texas,Alabama
Texas,Nebraska,48,31,1123.484619,4831,9,Texas,Nebraska
Texas,South Dakota,48,46,1448.043091,4846,8,Texas,South Dakota
Texas,Nevada,48,32,1794.657837,4832,1,Texas,Nevada
Texas,New Jersey,48,34,2414.526611,4834,NA,Texas,New Jersey
Texas,North Dakota,48,38,1782.789917,4838,NA,Texas,North Dakota
Texas,South Carolina,48,45,1742.709229,4845,5,Texas,South Carolina
Texas,Arizona,48,4,1195.56543,4804,2,Texas,Arizona
Texas,Arkansas,48,5,744.8344727,4805,8,Texas,Arkansas
Louisiana,California,22,6,2616.682129,2206,NA,Louisiana,California
Louisiana,Wisconsin,22,55,1523.123413,2255,NA,Louisiana,Wisconsin
Louisiana,Idaho,22,16,2472.525879,2216,NA,Louisiana,Idaho
Louisiana,Minnesota,22,27,1710.097656,2227,NA,Louisiana,Minnesota
Louisiana,Iowa,22,19,1237.922852,2219,NA,Louisiana,Iowa
Louisiana,Missouri,22,29,818.069519,2229,1,Louisiana,Missouri
Louisiana,Maryland,22,24,1642.016479,2224,8,Louisiana,Maryland
Louisiana,Oregon,22,41,2885.025391,2241,NA,Louisiana,Oregon
Louisiana,Michigan,22,26,1588.858154,2226,NA,Louisiana,Michigan
Louisiana,Montana,22,30,2337.782227,2230,NA,Louisiana,Montana
Louisiana,Utah,22,49,2011.285767,2249,NA,Louisiana,Utah
Louisiana,Virginia,22,51,1405.113525,2251,NA,Louisiana,Virginia
Louisiana,Illinois,22,17,1033.736572,2217,NA,Louisiana,Illinois
Louisiana,Texas,22,48,702.3339844,2248,13,Louisiana,Texas
Louisiana,Florida,22,12,953.4369507,2212,2,Louisiana,Florida
Louisiana,Kentucky,22,21,946.609375,2221,NA,Louisiana,Kentucky
Louisiana,Tennessee,22,47,747.2301636,2247,NA,Louisiana,Tennessee
Louisiana,New York,22,36,1965.02417,2236,NA,Louisiana,New York
Louisiana,Georgia,22,13,822.7719727,2213,5,Louisiana,Georgia
Louisiana,Hawaii,22,15,6481.215332,2215,NA,Louisiana,Hawaii
Louisiana,Delaware,22,10,1736.183594,2210,NA,Louisiana,Delaware
Louisiana,Washington,22,53,3033.234131,2253,NA,Louisiana,Washington
Louisiana,Oklahoma,22,40,725.0892334,2240,NA,Louisiana,Oklahoma
Louisiana,West Virginia,22,54,1334.372192,2254,NA,Louisiana,West Virginia
Louisiana,Alaska,22,2,5507.105469,2202,NA,Louisiana,Alaska
Louisiana,Pennsylvania,22,42,1675.964966,2242,2,Louisiana,Pennsylvania
Louisiana,Colorado,22,8,1522.325806,2208,NA,Louisiana,Colorado
Louisiana,North Carolina,22,37,1286.999756,2237,NA,Louisiana,North Carolina
Louisiana,Indiana,22,18,1111.664429,2218,NA,Louisiana,Indiana
Louisiana,Kansas,22,20,1018.518372,2220,NA,Louisiana,Kansas
Louisiana,District of Columbia,22,11,1614.596558,2211,1,Louisiana,District of Columbia
Louisiana,Rhode Island,22,44,2168.735596,2244,NA,Louisiana,Rhode Island
Louisiana,Wyoming,22,56,1917.210083,2256,NA,Louisiana,Wyoming
Louisiana,Mississippi,22,28,287.2871399,2228,14,Louisiana,Mississippi
Louisiana,Massachusetts,22,25,2181.80542,2225,NA,Louisiana,Massachusetts
Louisiana,Connecticut,22,9,2078.323486,2209,NA,Louisiana,Connecticut
Louisiana,Vermont,22,50,2224.465088,2250,NA,Louisiana,Vermont
Louisiana,Maine,22,23,2529.037598,2223,NA,Louisiana,Maine
Louisiana,New Hampshire,22,33,2274.118164,2233,NA,Louisiana,New Hampshire
Louisiana,New Mexico,22,35,1378.009033,2235,NA,Louisiana,New Mexico
Louisiana,Ohio,22,39,1319.6875,2239,3,Louisiana,Ohio
Louisiana,Alabama,22,1,519.9603882,2201,8,Louisiana,Alabama
Louisiana,Nebraska,22,31,1364.722778,2231,NA,Louisiana,Nebraska
Louisiana,South Dakota,22,46,1659.976318,2246,NA,Louisiana,South Dakota
Louisiana,Nevada,22,32,2418.067871,2232,NA,Louisiana,Nevada
Louisiana,New Jersey,22,34,1859.459839,2234,NA,Louisiana,New Jersey
Louisiana,North Dakota,22,38,1967.045532,2238,NA,Louisiana,North Dakota
Louisiana,South Carolina,22,45,1084.207764,2245,NA,Louisiana,South Carolina
Louisiana,Arizona,22,4,1879.257813,2204,NA,Louisiana,Arizona
Louisiana,Arkansas,22,5,434.1616211,2205,1,Louisiana,Arkansas
Florida,California,12,6,3562.082764,1206,7,Florida,California
Florida,Wisconsin,12,55,1904.69397,1255,2,Florida,Wisconsin
Florida,Idaho,12,16,3335.976807,1216,1,Florida,Idaho
Florida,Minnesota,12,27,2223.385986,1227,NA,Florida,Minnesota
Florida,Iowa,12,19,1800.641113,1219,NA,Florida,Iowa
Florida,Missouri,12,29,1427.452026,1229,8,Florida,Missouri
Florida,Maryland,12,24,1275.215454,1224,10,Florida,Maryland
Florida,Oregon,12,41,3775.315186,1241,NA,Florida,Oregon
Florida,Michigan,12,26,1771.61377,1226,1,Florida,Michigan
Florida,Montana,12,30,3120.615967,1230,1,Florida,Montana
Florida,Utah,12,49,2930.180908,1249,1,Florida,Utah
Florida,Virginia,12,51,1050.352905,1251,NA,Florida,Virginia
Florida,Illinois,12,17,1415.638062,1217,1,Florida,Illinois
Florida,Texas,12,48,1651.531494,1248,NA,Florida,Texas
Florida,Louisiana,12,22,953.4369507,1222,1,Florida,Louisiana
Florida,Kentucky,12,21,1030.178955,1221,6,Florida,Kentucky
Florida,Tennessee,12,47,888.0838013,1247,17,Florida,Tennessee
Florida,New York,12,36,1713.258667,1236,20,Florida,New York
Florida,Georgia,12,13,460.6606445,1213,10,Florida,Georgia
Florida,Hawaii,12,15,7425.792969,1215,NA,Florida,Hawaii
